Gene,PAVMax,PAVMean,PAVMin,PAVFreq
Zm00001d011500,1,0.963225806451613,0.42,0.0161290322581
Zm00001d011501,1,0.985161290322581,0.49,0.0161290322581
Zm00001d011503,1,0.930483870967742,0.48,0.0161290322581
Zm00001d011504,1,0.962741935483871,0.49,0.0161290322581
Zm00001d011506,1,0.938225806451613,0.34,0.0322580645161
Zm00001d011507,1,1,1,0
Zm00001d011508,0.56,0.198709677419355,0,0.983870967742
Zm00001d011510,1,0.978225806451613,0.71,0
Zm00001d011511,1,0.483064516129032,0,0.532258064516
Zm00001d011512,1,0.993064516129032,0.89,0
Zm00001d011513,1,0.984516129032258,0.75,0
Zm00001d011514,1,1,1,0
Zm00001d011515,1,0.994032258064516,0.63,0
Zm00001d011517,1,0.994677419354839,0.86,0
Zm00001d011518,1,0.963387096774193,0.69,0
Zm00001d011519,1,0.983225806451613,0.69,0
Zm00001d011520,1,0.982258064516129,0.54,0
Zm00001d011522,1,0.65241935483871,0,0.354838709677
Zm00001d011523,1,0.687741935483871,0.18,0.241935483871
Zm00001d011524,1,0.427258064516129,0,0.58064516129
Zm00001d011525,1,0.99241935483871,0.86,0
Zm00001d011526,1,0.995967741935484,0.95,0
Zm00001d011527,1,0.916290322580645,0.31,0.0322580645161
Zm00001d011528,1,0.941612903225807,0.29,0.0322580645161
Zm00001d011529,1,0.966935483870968,0,0.0322580645161
Zm00001d011531,1,0.978064516129032,0.81,0
Zm00001d011532,1,0.99758064516129,0.95,0
Zm00001d011533,1,0.786451612903226,0.01,0.241935483871
Zm00001d011534,1,0.969677419354839,0.39,0.0161290322581
Zm00001d011535,1,0.737096774193548,0,0.274193548387
Zm00001d011536,1,0.967903225806452,0.07,0.0161290322581
Zm00001d011537,1,0.95741935483871,0.33,0.0322580645161
Zm00001d011540,1,0.900322580645161,0,0.112903225806
Zm00001d011541,1,0.991129032258065,0.88,0
Zm00001d011543,1,0.994677419354839,0.73,0
Zm00001d011546,1,0.811129032258064,0.05,0.145161290323
Zm00001d011548,1,0.97241935483871,0.59,0
Zm00001d011550,1,0.995645161290322,0.92,0
Zm00001d011551,1,0.999838709677419,0.99,0
Zm00001d011552,1,0.806935483870968,0.07,0.0967741935484
Zm00001d011553,1,0.799032258064516,0,0.193548387097
Zm00001d011555,1,0.891129032258064,0.05,0.0806451612903
Zm00001d011558,1,0.980645161290322,0.46,0.0161290322581
Zm00001d011559,1,0.989677419354839,0.9,0
Zm00001d011560,1,0.99758064516129,0.96,0
Zm00001d011561,1,0.992096774193548,0.88,0
Zm00001d011562,1,0.945161290322581,0.6,0
Zm00001d011563,1,0.903064516129032,0.47,0.0161290322581
Zm00001d011564,1,0.475645161290323,0,0.532258064516
Zm00001d011565,1,0.963548387096774,0.54,0
Zm00001d011566,1,0.646290322580645,0,0.322580645161
Zm00001d011567,1,0.569032258064516,0,0.435483870968
Zm00001d011569,1,0.993225806451613,0.79,0
Zm00001d011570,1,0.97258064516129,0.75,0
Zm00001d011571,1,0.995161290322581,0.88,0
Zm00001d011572,1,0.994193548387097,0.87,0
Zm00001d011573,1,0.995967741935484,0.84,0
Zm00001d011574,1,0.536774193548387,0,0.467741935484
Zm00001d011576,1,0.856451612903226,0,0.129032258065
Zm00001d011577,0.96,0.376290322580645,0,0.661290322581
Zm00001d011578,1,0.997903225806452,0.92,0
Zm00001d011579,1,0.998870967741936,0.96,0
Zm00001d011580,1,0.990806451612903,0.85,0
Zm00001d011581,1,0.98241935483871,0.63,0
Zm00001d011582,1,0.558548387096774,0,0.532258064516
Zm00001d011583,1,0.60241935483871,0,0.41935483871
Zm00001d011584,1,0.848548387096774,0.34,0.0322580645161
Zm00001d011585,1,0.986774193548387,0.73,0
Zm00001d011586,1,0.719838709677419,0.14,0.209677419355
Zm00001d011587,0.98,0.339677419354839,0,0.693548387097
Zm00001d011588,1,0.90741935483871,0.5,0
Zm00001d011589,1,0.993064516129032,0.85,0
Zm00001d011590,1,0.957258064516129,0.34,0.0161290322581
Zm00001d011592,1,0.917741935483871,0.22,0.0322580645161
Zm00001d011593,1,0.69258064516129,0,0.290322580645
Zm00001d011594,1,0.964838709677419,0.51,0
Zm00001d011595,1,0.937741935483871,0.72,0
Zm00001d011596,1,0.947096774193548,0.36,0.0322580645161
Zm00001d011597,1,0.987258064516129,0.75,0
Zm00001d011598,0.85,0.311451612903226,0,0.564516129032
Zm00001d011599,1,0.957903225806452,0.44,0.0161290322581
Zm00001d011600,1,0.696290322580645,0,0.322580645161
Zm00001d011601,1,0.998870967741936,0.97,0
Zm00001d011602,1,0.995,0.87,0
Zm00001d011603,1,0.976774193548387,0.59,0
Zm00001d011604,1,0.732096774193548,0.1,0.225806451613
Zm00001d011605,1,0.966612903225806,0.62,0
Zm00001d011606,1,0.997096774193548,0.91,0
Zm00001d011607,1,0.976290322580645,0.38,0.0161290322581
Zm00001d011609,1,0.850483870967742,0,0.177419354839
Zm00001d011610,1,0.996774193548387,0.97,0
Zm00001d011611,1,0.983870967741936,0.69,0
Zm00001d011613,1,0.961129032258065,0.35,0.0161290322581
Zm00001d011614,1,0.979354838709677,0.61,0
Zm00001d011615,1,0.999032258064516,0.97,0
Zm00001d011616,1,1,1,0
Zm00001d011617,1,1,1,0
Zm00001d011618,1,0.995161290322581,0.84,0
Zm00001d011619,1,0.987258064516129,0.79,0
Zm00001d011620,1,0.973548387096774,0.51,0
Zm00001d011622,1,1,1,0
Zm00001d011623,1,0.928387096774194,0.39,0.0161290322581
Zm00001d011624,1,0.95241935483871,0.61,0
Zm00001d011625,1,0.952096774193548,0.62,0
Zm00001d011626,1,0.830645161290323,0,0.112903225806
Zm00001d011627,1,0.859354838709677,0,0.0322580645161
Zm00001d011628,1,0.895,0.36,0.0645161290323
Zm00001d011629,1,0.864516129032258,0.27,0.0322580645161
Zm00001d011630,1,0.931774193548387,0,0.0483870967742
Zm00001d011631,1,0.925322580645161,0.49,0.0161290322581
Zm00001d011632,1,0.99758064516129,0.89,0
Zm00001d011634,1,0.983548387096774,0.68,0
Zm00001d011635,1,0.906129032258064,0,0.0645161290323
Zm00001d011636,1,0.963548387096774,0.37,0.0161290322581
Zm00001d011637,1,0.974838709677419,0.66,0
Zm00001d011638,1,0.974677419354839,0.67,0
Zm00001d011639,1,0.940322580645161,0.48,0.0161290322581
Zm00001d011640,1,0.839677419354839,0,0.161290322581
Zm00001d011641,1,0.985967741935484,0.88,0
Zm00001d011642,1,0.982741935483871,0.85,0
Zm00001d011643,1,0.998709677419355,0.96,0
Zm00001d011644,1,0.963870967741936,0.7,0
Zm00001d011645,1,0.967419354838709,0.69,0
Zm00001d011646,1,0.98241935483871,0.6,0
Zm00001d011648,1,0.971129032258065,0.58,0
Zm00001d011649,1,0.984677419354839,0.74,0
Zm00001d011650,1,0.988064516129032,0.66,0
Zm00001d011651,1,0.80758064516129,0,0.177419354839
Zm00001d011652,1,0.976612903225806,0.65,0
Zm00001d011653,1,0.851451612903226,0,0.129032258065
Zm00001d011654,1,0.872903225806452,0.33,0.0645161290323
Zm00001d011655,1,0.945,0.38,0.0322580645161
Zm00001d011656,1,0.960483870967742,0.68,0
Zm00001d011657,1,0.941451612903226,0,0.0161290322581
Zm00001d011658,1,0.992741935483871,0.84,0
Zm00001d011659,1,0.822258064516129,0,0.225806451613
Zm00001d011660,1,0.995322580645161,0.9,0
Zm00001d011661,1,0.984516129032258,0.75,0
Zm00001d011662,1,0.970161290322581,0.41,0.0161290322581
Zm00001d011663,1,0.993870967741936,0.88,0
Zm00001d011666,1,0.851612903225806,0.3,0.0483870967742
Zm00001d011667,1,0.819032258064516,0,0.145161290323
Zm00001d011668,1,0.984032258064516,0.8,0
Zm00001d011669,1,0.981129032258064,0.76,0
Zm00001d011670,1,0.759354838709677,0,0.258064516129
Zm00001d011673,1,0.989354838709677,0.85,0
Zm00001d011676,1,0.999516129032258,0.97,0
Zm00001d011678,1,0.97758064516129,0.69,0
Zm00001d011679,1,0.998870967741936,0.93,0
Zm00001d011680,1,0.987903225806452,0.66,0
Zm00001d011681,1,1,1,0
Zm00001d011684,1,0.999193548387097,0.96,0
Zm00001d011685,1,0.999838709677419,0.99,0
Zm00001d011686,1,0.874838709677419,0.21,0.0483870967742
Zm00001d011687,1,0.99,0.69,0
Zm00001d011688,1,0.996774193548387,0.86,0
Zm00001d011691,1,0.994677419354839,0.92,0
Zm00001d011692,1,0.989677419354839,0.78,0
Zm00001d011693,0.53,0.046612903225807,0,0.983870967742
Zm00001d011694,0.71,0.115,0,0.967741935484
Zm00001d011696,1,1,1,0
Zm00001d011697,1,0.99258064516129,0.81,0
Zm00001d011698,1,0.997903225806452,0.91,0
Zm00001d011699,1,0.999032258064516,0.94,0
Zm00001d011700,1,1,1,0
Zm00001d011701,1,0.891935483870968,0.18,0.0967741935484
Zm00001d011702,0.89,0.638870967741936,0.04,0.209677419355
Zm00001d011703,1,0.981935483870968,0.47,0.0161290322581
Zm00001d011704,1,0.805,0.09,0.112903225806
Zm00001d011705,1,0.988064516129032,0.75,0
Zm00001d011706,1,0.995645161290323,0.87,0
Zm00001d011707,1,0.996129032258065,0.88,0
Zm00001d011708,1,0.988709677419355,0.77,0
Zm00001d011709,1,0.992258064516129,0.75,0
Zm00001d011710,1,0.990161290322581,0.77,0
Zm00001d011711,1,0.697741935483871,0,0.290322580645
Zm00001d011712,1,0.998870967741936,0.97,0
Zm00001d011713,1,0.989677419354839,0.92,0
Zm00001d011714,1,0.827903225806451,0,0.193548387097
Zm00001d011716,1,0.95758064516129,0.65,0
Zm00001d011717,1,1,1,0
Zm00001d011718,1,0.971290322580645,0.66,0
Zm00001d011719,1,0.986451612903226,0.86,0
Zm00001d011720,1,0.993064516129032,0.88,0
Zm00001d011721,1,0.998387096774194,0.97,0
Zm00001d011722,1,0.972903225806452,0.3,0.0322580645161
Zm00001d011723,1,0.983064516129032,0.86,0
Zm00001d011729,1,0.830322580645161,0.52,0
Zm00001d011730,1,0.991129032258065,0.82,0
Zm00001d011731,1,0.725322580645161,0,0.241935483871
Zm00001d011732,1,0.999677419354839,0.98,0
Zm00001d011734,1,0.984032258064516,0.82,0
Zm00001d011735,1,0.989838709677419,0.83,0
Zm00001d011736,1,0.968870967741936,0.57,0
Zm00001d011737,1,0.980322580645161,0.63,0
Zm00001d011738,1,0.967903225806452,0.47,0.0161290322581
Zm00001d011739,1,0.870483870967742,0.24,0.0967741935484
Zm00001d011740,1,0.969032258064516,0.61,0
Zm00001d011741,1,0.96758064516129,0.46,0.0161290322581
Zm00001d011742,1,0.989032258064516,0.77,0
Zm00001d011743,1,0.891290322580645,0.08,0.129032258065
Zm00001d011744,1,0.929193548387097,0.25,0.0483870967742
Zm00001d011745,1,0.981774193548387,0.66,0
Zm00001d011746,1,0.995967741935484,0.93,0
Zm00001d011747,1,0.993870967741935,0.79,0
Zm00001d011748,1,0.945645161290322,0.43,0.0161290322581
Zm00001d011750,1,0.986935483870968,0.72,0
Zm00001d011751,1,0.938709677419355,0,0.0483870967742
Zm00001d011752,1,0.894516129032258,0,0.0806451612903
Zm00001d011753,1,0.991774193548387,0.85,0
Zm00001d011754,1,0.995967741935484,0.87,0
Zm00001d011755,1,0.990483870967742,0.74,0
Zm00001d011756,1,0.998870967741936,0.93,0
Zm00001d011757,1,0.991451612903226,0.76,0
Zm00001d011758,1,0.991129032258065,0.79,0
Zm00001d011759,1,0.999354838709678,0.96,0
Zm00001d011760,1,0.994516129032258,0.87,0
Zm00001d011761,1,1,1,0
Zm00001d011762,1,0.996774193548387,0.94,0
Zm00001d011763,1,0.992258064516129,0.57,0
Zm00001d011764,1,0.995967741935484,0.91,0
Zm00001d011765,1,0.995806451612903,0.9,0
Zm00001d011766,1,0.992419354838709,0.69,0
Zm00001d011767,1,0.996774193548387,0.92,0
Zm00001d011768,0.76,0.179032258064516,0,0.91935483871
Zm00001d011769,1,0.997903225806452,0.96,0
Zm00001d011770,1,0.996612903225806,0.91,0
Zm00001d011771,1,0.989677419354839,0.68,0
Zm00001d011773,1,0.996612903225806,0.86,0
Zm00001d011774,1,0.995322580645161,0.86,0
Zm00001d011775,1,0.971129032258065,0.51,0
Zm00001d011776,1,1,1,0
Zm00001d011778,1,0.995322580645161,0.85,0
Zm00001d011779,1,0.989516129032258,0.85,0
Zm00001d011780,1,0.995645161290323,0.91,0
Zm00001d011781,1,0.985322580645161,0.63,0
Zm00001d011782,1,0.990806451612903,0.82,0
Zm00001d011783,1,0.490161290322581,0,0.5
Zm00001d011784,1,0.991774193548387,0.72,0
Zm00001d011785,1,0.995483870967742,0.82,0
Zm00001d011786,1,0.995,0.8,0
Zm00001d011787,1,0.995645161290322,0.87,0
Zm00001d011788,1,0.968709677419355,0.87,0
Zm00001d011789,1,0.998064516129032,0.88,0
Zm00001d011790,1,0.967903225806452,0.56,0
Zm00001d011791,1,0.797096774193548,0,0.145161290323
Zm00001d011792,1,0.988709677419355,0.66,0
Zm00001d011793,1,0.985322580645161,0.64,0
Zm00001d011795,1,0.909516129032258,0,0.0967741935484
Zm00001d011796,1,0.989516129032258,0.88,0
Zm00001d011797,1,0.999677419354839,0.98,0
Zm00001d011799,1,0.911935483870968,0.3,0.0806451612903
Zm00001d011800,1,0.987741935483871,0.57,0
Zm00001d011802,1,0.999838709677419,0.99,0
Zm00001d011803,1,1,1,0
Zm00001d011805,1,0.999354838709678,0.97,0
Zm00001d011807,1,0.845645161290322,0,0.145161290323
Zm00001d011808,1,0.808387096774193,0,0.241935483871
Zm00001d011810,1,0.980483870967742,0,0.0161290322581
Zm00001d011811,1,0.986774193548387,0.69,0
Zm00001d011812,1,0.989193548387097,0.87,0
Zm00001d011813,1,0.995806451612903,0.79,0
Zm00001d011816,1,0.992419354838709,0.81,0
Zm00001d011817,1,0.98741935483871,0.75,0
Zm00001d011819,1,0.999193548387097,0.95,0
Zm00001d011821,1,0.974354838709677,0.8,0
Zm00001d011822,1,0.99758064516129,0.91,0
Zm00001d011823,1,0.996612903225806,0.89,0
Zm00001d011825,1,0.967741935483871,0.44,0.0161290322581
Zm00001d011826,1,0.946290322580645,0.23,0.0322580645161
Zm00001d011827,1,0.999354838709678,0.98,0
Zm00001d011828,1,0.99758064516129,0.85,0
Zm00001d011829,1,0.995483870967742,0.83,0
Zm00001d011830,1,0.999032258064516,0.94,0
Zm00001d011831,1,0.998225806451613,0.89,0
Zm00001d011832,1,0.983870967741936,0.73,0
Zm00001d011833,1,0.948870967741935,0.45,0.0322580645161
Zm00001d011834,1,0.971774193548387,0.83,0
Zm00001d011835,1,0.991129032258065,0.87,0
Zm00001d011838,1,0.956612903225806,0.45,0.0161290322581
Zm00001d011839,1,0.953387096774194,0.46,0.0322580645161
Zm00001d011840,1,0.919677419354839,0.46,0.0161290322581
Zm00001d011841,1,0.975806451612903,0.38,0.0322580645161
Zm00001d011842,1,0.92741935483871,0.52,0
Zm00001d011843,1,0.982903225806452,0.66,0
Zm00001d011844,1,0.687258064516129,0,0.306451612903
Zm00001d011845,1,0.953225806451613,0.59,0
Zm00001d011846,1,0.969677419354838,0.69,0
Zm00001d011847,1,0.946774193548387,0.51,0
Zm00001d011848,1,0.660806451612903,0,0.322580645161
Zm00001d011849,1,0.92,0.26,0.0483870967742
Zm00001d011850,1,0.952096774193548,0.69,0
Zm00001d011851,1,0.998870967741936,0.96,0
Zm00001d011853,1,0.96758064516129,0.61,0
Zm00001d011854,1,0.986129032258064,0.88,0
Zm00001d011855,1,0.991612903225806,0.9,0
Zm00001d011856,1,0.84741935483871,0,0.112903225806
Zm00001d011857,1,0.757741935483871,0,0.241935483871
Zm00001d011866,1,0.949677419354839,0,0.0322580645161
Zm00001d011867,1,0.895483870967742,0.15,0.0806451612903
Zm00001d011868,1,0.894677419354839,0,0.129032258065
Zm00001d011869,1,0.805806451612903,0.26,0.145161290323
Zm00001d011871,1,0.454838709677419,0,0.532258064516
Zm00001d011872,1,0.861774193548387,0,0.129032258065
Zm00001d011873,1,0.840161290322581,0,0.129032258065
Zm00001d011874,1,0.883709677419355,0,0.112903225806
Zm00001d011876,1,0.998709677419355,0.92,0
Zm00001d011877,1,0.998870967741936,0.96,0
Zm00001d011878,1,0.986935483870968,0.71,0
Zm00001d011879,1,0.91758064516129,0,0.0806451612903
Zm00001d011880,1,0.939032258064516,0.57,0
Zm00001d011881,1,0.987903225806452,0.82,0
Zm00001d011882,1,0.999354838709678,0.96,0
Zm00001d011883,1,0.960967741935484,0.56,0
Zm00001d011885,1,0.998064516129032,0.92,0
Zm00001d011886,1,0.961451612903226,0,0.0322580645161
Zm00001d011887,1,0.950806451612903,0,0.0322580645161
Zm00001d011888,1,0.885161290322581,0,0.0806451612903
Zm00001d011889,1,0.99241935483871,0.81,0
Zm00001d011890,1,0.999032258064516,0.94,0
Zm00001d011891,1,0.998064516129032,0.88,0
Zm00001d011892,1,0.963064516129032,0.13,0.0322580645161
Zm00001d011895,1,0.999193548387097,0.95,0
Zm00001d011896,1,0.999032258064516,0.94,0
Zm00001d011897,0.64,0.116774193548387,0,0.951612903226
Zm00001d011898,1,0.963387096774193,0.46,0.0161290322581
Zm00001d011899,1,0.99,0.48,0.0161290322581
Zm00001d011900,1,0.978548387096774,0.73,0
Zm00001d011901,1,0.99,0.87,0
Zm00001d011902,1,0.940322580645161,0.56,0
Zm00001d011903,1,0.992741935483871,0.83,0
Zm00001d011904,1,0.990161290322581,0.71,0
Zm00001d011906,1,0.893387096774194,0,0.0967741935484
Zm00001d011907,1,0.841129032258064,0,0.161290322581
Zm00001d011908,1,0.999032258064516,0.97,0
Zm00001d011909,1,0.995,0.87,0
Zm00001d011911,1,0.984032258064516,0.73,0
Zm00001d011912,1,0.960322580645161,0.58,0
Zm00001d011913,1,0.980806451612903,0.8,0
Zm00001d011914,1,0.731612903225806,0.09,0.177419354839
Zm00001d011915,1,0.987258064516129,0.57,0
Zm00001d011917,1,0.968709677419355,0.64,0
Zm00001d011918,1,0.961774193548387,0.66,0
Zm00001d011919,1,0.951612903225806,0.32,0.0322580645161
Zm00001d011920,1,0.927258064516129,0.35,0.0161290322581
Zm00001d011921,1,0.955483870967742,0.15,0.0322580645161
Zm00001d011922,1,0.983387096774194,0.47,0.0161290322581
Zm00001d011923,1,0.997096774193548,0.96,0
Zm00001d011924,1,0.961290322580645,0,0.0322580645161
Zm00001d011925,1,0.995806451612903,0.8,0
Zm00001d011926,1,0.944354838709677,0.29,0.0322580645161
Zm00001d011927,1,0.958709677419355,0.61,0
Zm00001d011928,1,0.944516129032258,0.29,0.0322580645161
Zm00001d011929,1,0.921129032258064,0.31,0.0483870967742
Zm00001d011930,1,0.983548387096774,0.5,0
Zm00001d011931,1,0.844838709677419,0.27,0.0967741935484
Zm00001d011932,1,0.994193548387097,0.84,0
Zm00001d011933,1,0.611451612903226,0,0.387096774194
Zm00001d011938,1,0.873064516129032,0.06,0.0806451612903
Zm00001d011940,1,0.921612903225807,0.09,0.0645161290323
Zm00001d011941,1,0.989838709677419,0.81,0
Zm00001d011942,0.33,0.101612903225806,0,1
Zm00001d011943,1,0.985,0.81,0
Zm00001d011944,1,0.926774193548387,0.37,0.0483870967742
Zm00001d011945,1,0.991129032258065,0.84,0
Zm00001d011947,1,0.870161290322581,0,0.112903225806
Zm00001d011948,0.93,0.592258064516129,0.01,0.274193548387
Zm00001d011950,1,0.944677419354839,0.42,0.0322580645161
Zm00001d011952,1,0.936129032258064,0.25,0.0483870967742
Zm00001d011953,1,0.987741935483871,0.74,0
Zm00001d011954,1,0.457258064516129,0,0.58064516129
Zm00001d011955,1,0.860806451612903,0,0.145161290323
Zm00001d011956,1,0.986774193548387,0.87,0
Zm00001d011958,1,0.975483870967742,0.78,0
Zm00001d011959,1,0.983064516129032,0.77,0
Zm00001d011963,1,0.990967741935484,0.79,0
Zm00001d011964,1,0.990483870967742,0.93,0
Zm00001d011965,1,0.966612903225806,0.79,0
Zm00001d011966,1,0.995322580645161,0.87,0
Zm00001d011967,1,0.97,0.65,0
Zm00001d011968,1,0.974032258064516,0.51,0
Zm00001d011969,1,0.944516129032258,0.42,0.0161290322581
Zm00001d011970,1,0.972258064516129,0.65,0
Zm00001d011971,1,0.968064516129032,0.69,0
Zm00001d011972,1,0.986612903225806,0.78,0
Zm00001d011975,1,0.959354838709677,0.65,0
Zm00001d011976,1,0.990806451612903,0.84,0
Zm00001d011977,1,0.892903225806452,0.28,0.0322580645161
Zm00001d011978,1,1,1,0
Zm00001d011979,1,0.993870967741935,0.94,0
Zm00001d011980,1,0.708548387096774,0.06,0.225806451613
Zm00001d011981,1,0.998709677419355,0.96,0
Zm00001d011982,1,0.923387096774194,0.41,0.0483870967742
Zm00001d011983,1,0.999193548387097,0.95,0
Zm00001d011984,1,0.979032258064516,0.85,0
Zm00001d011985,1,0.98741935483871,0.75,0
Zm00001d011986,1,0.84758064516129,0.02,0.0967741935484
Zm00001d011987,1,0.968225806451613,0.67,0
Zm00001d011988,1,0.314032258064516,0,0.758064516129
Zm00001d011989,0.82,0.162258064516129,0,0.967741935484
Zm00001d011990,1,0.816129032258064,0,0.161290322581
Zm00001d011991,1,0.778225806451613,0,0.209677419355
Zm00001d011992,1,0.962096774193548,0.69,0
Zm00001d011993,1,0.924032258064516,0.45,0.0322580645161
Zm00001d011994,1,0.992741935483871,0.92,0
Zm00001d011996,1,0.815483870967742,0.18,0.112903225806
Zm00001d011997,1,0.999677419354839,0.98,0
Zm00001d011999,1,0.615967741935484,0,0.274193548387
Zm00001d012002,1,0.605,0.02,0.403225806452
Zm00001d012003,1,0.968548387096774,0.78,0
Zm00001d012004,1,0.347741935483871,0,0.709677419355
Zm00001d012005,1,0.999516129032258,0.99,0
Zm00001d012006,1,0.729516129032258,0,0.290322580645
Zm00001d012007,1,0.986451612903226,0.82,0
Zm00001d012009,1,0.22258064516129,0,0.693548387097
Zm00001d012010,1,0.999032258064516,0.94,0
Zm00001d012013,1,0.894193548387097,0.27,0.129032258065
Zm00001d012014,1,0.999516129032258,0.97,0
Zm00001d012015,1,0.959677419354839,0.52,0
Zm00001d012016,1,0.977258064516129,0.7,0
Zm00001d012017,1,0.956774193548387,0.66,0
Zm00001d012019,1,0.997903225806452,0.9,0
Zm00001d012020,1,0.97,0.71,0
Zm00001d012021,1,0.99741935483871,0.89,0
Zm00001d012022,1,0.903870967741935,0.05,0.0483870967742
Zm00001d012023,1,0.934838709677419,0,0.0322580645161
Zm00001d012024,1,0.956451612903226,0.61,0
Zm00001d012025,1,0.881935483870968,0,0.112903225806
Zm00001d012027,1,0.991935483870967,0.92,0
Zm00001d012029,1,0.99758064516129,0.92,0
Zm00001d012030,1,0.999838709677419,0.99,0
Zm00001d012031,1,0.929677419354839,0.48,0.0322580645161
Zm00001d012032,1,0.601129032258065,0.06,0.5
Zm00001d012033,1,0.995645161290322,0.9,0
Zm00001d012034,1,0.964677419354839,0.77,0
Zm00001d012035,1,0.972258064516129,0.75,0
Zm00001d012036,1,0.989193548387097,0.86,0
Zm00001d012038,1,1,1,0
Zm00001d012040,1,1,1,0
Zm00001d012041,1,1,1,0
Zm00001d012042,1,1,1,0
Zm00001d012043,1,1,1,0
Zm00001d012044,1,0.968870967741936,0.54,0
Zm00001d012045,1,0.97258064516129,0.72,0
Zm00001d012047,1,0.909838709677419,0.13,0.0645161290323
Zm00001d012048,1,0.958225806451613,0.66,0
Zm00001d012049,1,0.991612903225806,0.87,0
Zm00001d012050,1,0.94758064516129,0.02,0.0161290322581
Zm00001d012051,1,0.566290322580645,0,0.467741935484
Zm00001d012052,1,0.973709677419355,0.6,0
Zm00001d012053,1,0.794193548387097,0,0.209677419355
Zm00001d012054,1,0.701451612903226,0.02,0.193548387097
Zm00001d012059,1,0.901935483870968,0.31,0.0161290322581
Zm00001d012060,1,0.990483870967742,0.72,0
Zm00001d012061,1,0.991451612903226,0.89,0
Zm00001d012063,1,0.981129032258064,0.77,0
Zm00001d012064,1,0.814677419354839,0.26,0.0806451612903
Zm00001d012067,1,0.998870967741936,0.97,0
Zm00001d012068,1,0.983387096774194,0.71,0
Zm00001d012069,1,0.974193548387097,0.18,0.0161290322581
Zm00001d012070,1,0.742903225806452,0,0.241935483871
Zm00001d012073,1,0.851129032258064,0,0.0967741935484
Zm00001d012074,1,0.999677419354839,0.98,0
Zm00001d012078,0.66,0.107903225806452,0,0.91935483871
Zm00001d012079,1,0.998870967741936,0.93,0
Zm00001d012080,1,0.873387096774194,0.33,0.112903225806
Zm00001d012081,1,0.978548387096774,0.33,0.0161290322581
Zm00001d012082,1,0.793870967741935,0.15,0.209677419355
Zm00001d012083,1,0.974516129032258,0.71,0
Zm00001d012084,1,0.999354838709678,0.98,0
Zm00001d012085,1,0.98741935483871,0.78,0
Zm00001d012086,1,0.993870967741935,0.83,0
Zm00001d012087,1,0.969032258064516,0.58,0
Zm00001d012088,1,0.951451612903226,0.21,0.0645161290323
Zm00001d012089,1,0.619032258064516,0,0.41935483871
Zm00001d012090,1,0.878870967741935,0,0.0967741935484
Zm00001d012091,1,0.969193548387097,0.62,0
Zm00001d012092,1,0.981935483870968,0.64,0
Zm00001d012094,1,0.451935483870968,0,0.564516129032
Zm00001d012095,1,0.965645161290322,0,0.0322580645161
Zm00001d012096,1,0.996774193548387,0.95,0
Zm00001d012097,1,0.981774193548387,0.83,0
Zm00001d012098,1,0.732741935483871,0,0.209677419355
Zm00001d012099,1,0.923709677419355,0.27,0.0483870967742
Zm00001d012100,1,0.429516129032258,0,0.612903225806
Zm00001d012101,1,0.976290322580645,0.88,0
Zm00001d012102,1,0.98,0.61,0
Zm00001d012103,1,0.999838709677419,0.99,0
Zm00001d012108,1,0.995161290322581,0.82,0
Zm00001d012109,1,0.957096774193548,0.31,0.0645161290323
Zm00001d012110,1,0.782096774193548,0,0.129032258065
Zm00001d012112,1,0.75258064516129,0,0.112903225806
Zm00001d012113,1,0.969838709677419,0.13,0.0161290322581
Zm00001d012114,0.82,0.433870967741935,0.01,0.58064516129
Zm00001d012115,0.98,0.593548387096774,0,0.306451612903
Zm00001d012116,1,0.759032258064516,0,0.225806451613
Zm00001d012117,1,0.61741935483871,0,0.274193548387
Zm00001d012118,1,0.994677419354839,0.85,0
Zm00001d012119,1,0.999354838709678,0.96,0
Zm00001d012120,1,0.996129032258064,0.8,0
Zm00001d012121,1,0.986451612903226,0.61,0
Zm00001d012122,0.99,0.631774193548387,0,0.338709677419
Zm00001d012124,1,0.617258064516129,0.03,0.338709677419
Zm00001d012126,1,0.995,0.87,0
Zm00001d012127,1,0.996451612903226,0.85,0
Zm00001d012128,1,0.987258064516129,0.79,0
Zm00001d012129,1,0.674516129032258,0,0.403225806452
Zm00001d012130,1,0.701935483870968,0.06,0.241935483871
Zm00001d012131,1,0.919516129032258,0,0.0322580645161
Zm00001d012132,1,0.391935483870968,0,0.612903225806
Zm00001d012137,1,0.989838709677419,0.86,0
Zm00001d012138,1,0.921935483870968,0.21,0.0322580645161
Zm00001d012140,1,0.990645161290323,0.72,0
Zm00001d012141,1,0.988225806451613,0.88,0
Zm00001d012142,1,0.98758064516129,0.72,0
Zm00001d012144,1,0.996129032258064,0.94,0
Zm00001d012145,1,0.994354838709677,0.86,0
Zm00001d012146,1,0.972903225806452,0.58,0
Zm00001d012147,1,0.865645161290323,0,0.129032258065
Zm00001d012148,1,0.933709677419355,0.43,0.0161290322581
Zm00001d012152,1,0.984032258064516,0.75,0
Zm00001d012153,1,0.994516129032258,0.83,0
Zm00001d012154,1,0.979516129032258,0.41,0.0161290322581
Zm00001d012155,1,0.983709677419355,0.84,0
Zm00001d012156,1,0.964677419354839,0.8,0
Zm00001d012158,1,0.960483870967742,0.68,0
Zm00001d012159,1,0.938387096774194,0.43,0.0161290322581
Zm00001d012160,1,0.961612903225806,0.76,0
