ID,PAV_Max,PAV_Mean,PAV_PctMissing,SyntenyPC,SyntenyScore,Exon_number,X3pUTR_length,X5pUTR_length,CDS_length,Content.GC,CAI,Max_dSNAF,Makes_Protein,TotalSNPs,SNP_density,Average_FPKM,Max_FPKM,RNA.breadth
Zm00001d007857,0.000161290322581,0.01,0,0.0769204792436,5,3,132,180,777,0.63,0.946106519380618,190822.4275,1,9,0.006802721088435,311.878760825182,3132.16,216
Zm00001d007858,0.08758064516129,0.56,0.0322580645161,0.463908870124,6,9,148,242,1239,0.54,0.808063160286709,1627.070836,1,51,0.016569200779727,34.1035014379562,367.007,267
Zm00001d007862,0.025967741935484,0.21,0,0.463908870124,6,4,442,144,3314,0.48,0.77604639088061,405.3235294,1,121,0.015132566283142,10.544346340146,56.1049,206
Zm00001d007868,0.061774193548387,0.47,0,0.81810069379,7,1,0,0,1323,0.71,0.886903767834254,14.74280828,1,3,0.002267573696145,2.73805900364964,59.9054,123
Zm00001d007869,0.016129032258064,0.22,0,-1.8211501228,0,1,0,0,1440,0.74,0.895085422565941,0,0,0,0,3.51358555437956,22.7115,181
Zm00001d007870,0.030161290322581,0.45,0,0.463908870124,6,7,386,460,1422,0.47,0.704011497966082,0,0,86,0.01440294757997,50.5171127737226,122.175,274
Zm00001d007871,0.101129032258065,0.43,0,0.0723216868083,5,29,133,205,4621,0.42,0.68130069368511,12.64474724,1,44,0.00380458279291,1.03894748171533,4.7608,106
Zm00001d007872,0.032096774193548,0.67,0.0161290322581,0.0723216868083,5,1,0,0,231,0.72,0.917248394692755,1508.037347,1,4,0.017316017316017,53.737677919708,409.669,262
Zm00001d007876,0.005483870967742,0.1,0,0.463908870124,6,1,0,0,1728,0.73,0.929391610217629,0,0,17,0.009837962962963,0.184646235036496,8.09392,12
Zm00001d007877,0.008709677419355,0.12,0,0.0723216868083,5,3,0,0,1041,0.53,0.790655716651373,25.69958341,1,30,0.006444683136412,3.96794617372263,20.8336,243
Zm00001d007878,0.077258064516129,1,0.0322580645161,-1.8211501228,0,2,189,0,975,0.68,0.841852471695462,0,0,13,0.010734929810074,0.22723492080292,5.21399,15
Zm00001d007881,0.054193548387097,0.43,0,0.81810069379,7,11,0,235,1404,0.43,0.701805654462643,131.3156983,1,33,0.007645968489342,12.9421296824818,37.9863,273
Zm00001d007882,0.103225806451613,0.6,0.0161290322581,0.426513510473,6,5,235,190,885,0.58,0.862835951698331,0,0,46,0.01829753381066,0.871027592335766,14.2173,53
Zm00001d007883,0.654193548387097,1,0.758064516129,-1.8211501228,0,2,441,23,762,0.49,0.680434579085139,0,0,0,0,0,0,0
Zm00001d007884,0.215322580645161,1,0.161290322581,0.81810069379,7,4,4,230,514,0.45,0.85221509132591,3078.591334,1,70,0.021964229683088,270.641439416058,964.089,274
Zm00001d007885,0.13741935483871,0.66,0.0322580645161,0.81810069379,7,1,0,0,675,0.76,0.897951718491924,20.49324454,1,6,0.008888888888889,0.47040794890511,19.9699,33
Zm00001d007886,0.034193548387097,0.21,0,-1.49974375776,1,12,123,284,3025,0.41,0.65564417206855,111.3188525,1,41,0.004214638157895,3.82970891970803,10.8257,261
Zm00001d007889,0.010322580645161,0.12,0,0.463908870124,6,17,214,443,2114,0.46,0.682868024069156,251.0984212,1,26,0.004200323101777,28.7403766788321,88.3686,274
Zm00001d007890,0.044032258064516,0.43,0,0.426513510473,6,8,220,609,1963,0.44,0.698967943109276,863.2724581,1,36,0.00880195599022,24.6364644525547,101.308,274
Zm00001d007891,0.061774193548387,0.95,0.0645161290323,-1.8211501228,0,1,0,0,579,0.68,0.853525575870542,0,0,21,0.036269430051814,3.90783775547445,26.5044,230
Zm00001d007892,0.069193548387097,0.45,0,0.463908870124,6,13,187,166,1090,0.46,0.733995563523342,845.2523648,1,82,0.021232522009322,21.3062038686131,64.9669,274
Zm00001d007893,0.117096774193548,0.72,0.0645161290323,0.81810069379,7,1,0,0,1500,0.68,0.826943050183997,0,0,47,0.031333333333333,0.011369382116788,0.376944,0
Zm00001d007894,0.007741935483871,0.24,0,0.81810069379,7,1,0,0,1185,0.72,0.876724226191826,201.8360094,1,9,0.007594936708861,0.049012423357664,5.47582,3
Zm00001d007896,0.046774193548387,0.27,0,0.81810069379,7,2,318,164,1462,0.64,0.912365741986432,78.51598406,1,42,0.016285381930981,8.6327369919708,95.2515,202
Zm00001d007897,0.069193548387097,0.72,0.0322580645161,0.81810069379,7,6,295,307,646,0.42,0.722479786645782,2247.020344,1,30,0.006337135614702,239.782794160584,1280.45,274
Zm00001d007898,0.004516129032258,0.11,0,0.81810069379,7,1,0,0,792,0.73,0.876231981136085,0,0,9,0.011363636363636,30.4119481459854,233.195,271
Zm00001d007899,0.089032258064516,0.77,0.0645161290323,0.426513510473,6,2,0,0,496,0.66,0.902158470139149,0,0,8,0.013157894736842,0.018501434306569,1.77421,1
Zm00001d007900,0.034354838709677,0.49,0,-0.758563543216,3,8,116,88,980,0.42,0.772642134777184,3467.58714,1,31,0.006131329113924,23.3665897810219,65.4481,274
Zm00001d007901,0.138548387096774,0.92,0.145161290323,0.81810069379,7,2,328,230,676,0.53,0.779712752868102,4111.068293,1,55,0.039398280802292,29.2588246715328,144.052,274
Zm00001d007902,0.015,0.22,0,0.81810069379,7,12,250,178,916,0.43,0.663826817085747,1230.607574,1,61,0.013439083498568,25.0848818613139,77.7711,274
Zm00001d007904,0.003548387096774,0.09,0,0.81810069379,7,33,256,466,3502,0.47,0.649013123489394,556.6697883,1,17,0.000773008366679,12.3196889416058,70.2662,274
Zm00001d007905,0.005806451612903,0.08,0,0.0255293160108,5,27,84,281,2902,0.41,0.656281494355548,280.1616477,1,25,0.00121247393181,9.91548967153285,31.4857,274
Zm00001d007907,0.020322580645161,0.15,0,0.81810069379,7,20,20,293,1847,0.44,0.68894003545403,95.27363663,1,40,0.003754458419373,8.3765348540146,17.3631,274
Zm00001d007909,0.230967741935484,1,0.225806451613,0.81810069379,7,1,0,0,1032,0.75,0.890543065939102,604.2002059,1,15,0.01453488372093,1.24715075693431,18.7436,96
Zm00001d007910,0.086774193548387,0.58,0.0161290322581,0.81810069379,7,1,0,0,852,0.73,0.894573820300176,0,0,17,0.019953051643193,4.51344112445256,51.3987,76
Zm00001d007911,0.223548387096774,1,0.177419354839,0.81810069379,7,1,0,0,576,0.72,0.844303464696318,0,0,12,0.020833333333333,0.09978953540146,5.69897,6
Zm00001d007912,0.011774193548387,0.17,0,0.81810069379,7,9,149,502,1797,0.45,0.715246832572006,36.46309661,1,47,0.007472178060413,10.0909944525547,26.3711,274
Zm00001d007927,0.000322580645161,0.02,0,0.81810069379,7,1,0,0,2307,0.5,0.718430131767951,0,0,1,0.000433463372345,0.50588607620438,1.9598,32
Zm00001d007929,0.00258064516129,0.05,0,0.425595017879,6,7,117,287,1080,0.45,0.741084099734821,0,0,6,0.00188264825855,11.6172506569343,23.4173,274
Zm00001d007930,0.002258064516129,0.06,0,0.81810069379,7,10,93,197,880,0.44,0.731306328418386,30.79749072,1,9,0.002751452155304,55.0226897810219,155.612,274
Zm00001d007932,0.036612903225807,0.24,0,0.81810069379,7,4,844,106,1574,0.49,0.883603107674739,0,0,12,0.002478826688701,4.57807995985401,26.7061,253
Zm00001d007933,0.360322580645161,1,0.338709677419,-1.8211501228,0,2,24,0,510,0.44,0.762216052008441,0,0,0,0,0.00232654379562,0.526496,0
Zm00001d007934,0.003387096774194,0.08,0,-0.3669763599,4,6,181,542,2049,0.46,0.735067241280099,364.2086555,1,16,0.00353904003539,9.85750056569343,39.9159,273
Zm00001d007935,0.005806451612903,0.13,0,0.81810069379,7,1,0,0,666,0.7,0.859984628808385,35.62255826,1,6,0.009009009009009,22.4687330339416,468.543,154
Zm00001d007936,0,0,0,-1.11275536688,2,1,0,0,954,0.72,0.930968028545571,266.6911591,1,7,0.007337526205451,18.9022018868613,196.086,262
Zm00001d007937,0.007258064516129,0.12,0,0.81810069379,7,13,1293,323,1439,0.48,0.754034306557909,1121.065152,1,57,0.011076564321803,41.8244561423358,2718.73,205
Zm00001d007938,0.002258064516129,0.08,0,0.81810069379,7,22,155,319,3156,0.44,0.657198080501895,0,0,17,0.001044418504638,10.0338117153285,18.9061,274
Zm00001d007940,0.006290322580645,0.12,0,0.81810069379,7,6,154,210,482,0.48,0.816943927118277,1485.642297,1,20,0.013046314416178,39.6630292335766,132.923,274
Zm00001d007941,0.006612903225806,0.08,0,-1.49974375776,1,1,0,0,1737,0.64,0.839164655139403,0,0,17,0.0097869890616,0.150779011678832,3.17149,15
Zm00001d007942,0,0,0,-1.49974375776,1,14,371,336,2149,0.41,0.662754963290437,692.5750407,1,8,0.001039230969083,20.2047354744526,37.1932,274
Zm00001d007943,0.000161290322581,0.01,0,0.463908870124,6,28,260,373,5303,0.43,0.655100060893802,64.47382609,1,12,0.000531537916371,9.72903956204379,24.2782,274
Zm00001d007945,0.012258064516129,0.1,0,-1.49974375776,1,18,226,310,2542,0.45,0.650938961781226,101.4713225,1,8,0.000415519659274,7.01947334306569,16.4751,251
Zm00001d007947,0.011451612903226,0.22,0,0.81810069379,7,11,108,194,2041,0.41,0.686711206946631,576.5702018,1,21,0.003349816557665,18.4831428467153,44.3409,274
Zm00001d007948,0.148548387096774,0.68,0.0483870967742,0.035112696199,5,5,0,0,860,0.53,0.795756617287693,0,0,19,0.015637860082305,0.043453704379562,1.37306,2
Zm00001d007949,0.04741935483871,0.56,0.0161290322581,0.81810069379,7,9,239,371,920,0.41,0.760813573759087,1176.136155,1,35,0.003796095444685,11.0527032328102,119.573,96
Zm00001d007951,0.011774193548387,0.19,0,0.426513510473,6,10,181,282,997,0.44,0.698898576418793,1529.074223,1,29,0.005847953216374,27.6145820437956,72.436,274
Zm00001d007952,0.036612903225807,0.56,0.0161290322581,0.426513510473,6,4,199,214,1011,0.63,0.877931926474251,212.90485,1,21,0.012216404886562,1.87706518430657,56.6962,45
Zm00001d007954,0.011129032258064,0.14,0,-1.8211501228,0,6,571,849,3062,0.43,0.65899041547983,0,0,55,0.00827565452904,4.48545274817518,33.8323,260
Zm00001d007957,0.174677419354839,1,0.145161290323,-0.361991772147,4,1,0,0,270,0.56,0.763798579795779,0,0,4,0.014814814814815,0,0,0
Zm00001d007959,0.011935483870968,0.35,0,0.0340078345627,5,1,0,0,1476,0.47,0.6802511050733,0,0,6,0.004065040650407,0.475211333576642,6.66048,28
Zm00001d007960,0.040645161290323,0.32,0,-1.11275536688,2,9,129,429,1647,0.41,0.70894306136292,3568.314635,1,21,0.003991636570994,59.6797799270073,183.716,274
Zm00001d007961,0.079677419354839,0.64,0.0161290322581,0.463908870124,6,7,92,334,645,0.42,0.725590147589972,739.8454907,1,8,0.001834862385321,10.2854178832117,19.3261,274
Zm00001d007962,0.012096774193548,0.29,0,0.463908870124,6,5,111,252,1037,0.6,0.855414438157418,0,0,25,0.012853470437018,18.2039559087591,147.769,271
Zm00001d007964,0.809516129032258,1,1,-1.8211501228,0,24,1147,476,6537,0.41,0.665255178492402,0,0,0,0,0.003072811642336,0.163529,0
Zm00001d007966,0.021290322580645,0.3,0,-1.8211501228,0,16,130,580,1866,0.44,0.664817996372134,1335.557217,1,35,0.006487488415199,21.2825803649635,54.8456,274
Zm00001d007967,0.070967741935484,1,0.0483870967742,-1.8211501228,0,2,62,175,243,0.48,0.862715675644566,441.1827137,1,16,0.026359143327842,9.80217542189781,206.869,54
Zm00001d007968,0.322258064516129,1,0.338709677419,-1.8211501228,0,3,0,41,631,0.45,0.844079318106259,0,0,0,0,0.025447411313869,1.18302,1
Zm00001d007971,0.014516129032258,0.21,0,-1.8211501228,0,1,0,0,1581,0.68,0.848322334571252,0,0,24,0.015180265654649,0.185923365693431,3.02674,12
Zm00001d007972,0.068709677419355,0.54,0.0322580645161,0.463908870124,6,6,0,227,1549,0.46,0.689071116343126,13751.54579,1,35,0.006969334926324,39.0625895985401,128.113,274
Zm00001d007973,0.006935483870968,0.14,0,-1.49974375776,1,2,47,0,1717,0.68,0.880595303202424,91.45710934,1,31,0.016639828234031,1.44376994781022,12.565,71
Zm00001d007974,0.065806451612903,0.66,0.0161290322581,0.0723216868083,5,1,0,0,582,0.77,0.862443139130018,0,0,9,0.015463917525773,0.621119157664234,7.74251,45
Zm00001d007975,0.026451612903226,0.34,0,0.81810069379,7,3,830,231,1639,0.52,0.795204621608651,0,0,0,0,6.23180426642336,32.6374,239
Zm00001d007977,0.133064516129032,0.75,0.0806451612903,0.0723216868083,5,1,0,0,495,0.79,0.898096074400261,0,0,11,0.022222222222222,0.808516916058394,36.5327,37
Zm00001d007978,0.049677419354839,0.31,0,0.0340078345627,5,15,296,418,2361,0.45,0.711058003527338,1408.053814,1,91,0.016060713025062,16.0483696845985,103.393,213
Zm00001d008173,0,0,0,0.81810069379,7,2,99,237,1048,0.59,0.914177222181826,7791.832651,1,3,0.002032520325203,123.874591410949,1259.5,143
Zm00001d008174,0.015322580645161,0.39,0,0.463908870124,6,4,260,261,1099,0.54,0.882367165682949,283.6819077,1,16,0.006284367635507,0.224628264781022,12.9124,9
Zm00001d008175,0.010645161290323,0.66,0.0161290322581,0.81810069379,7,1,0,0,255,0.45,0.723109071043479,0,0,2,0.007843137254902,0.007210105839416,1.1655,1
Zm00001d008176,0.003548387096774,0.11,0,0.463908870124,6,12,30,365,2629,0.41,0.655596339219294,3.30478613,1,8,0.00104248110503,10.7757046350365,34.2525,274
Zm00001d008177,0.11758064516129,0.89,0.129032258065,-0.3669763599,4,9,174,508,1073,0.47,0.643382410275975,17.39839716,1,30,0.001827930782354,10.7007881751825,27.157,274
Zm00001d008178,0.004032258064516,0.05,0,0.81810069379,7,10,242,174,3834,0.49,0.723268692029643,238.780688,1,47,0.006092818252528,33.017473540146,165.67,274
Zm00001d008179,0.185483870967742,0.76,0.0806451612903,-1.11275536688,2,6,3073,236,681,0.42,0.740951293791562,0,0,0,0,1.17235322080292,6.94349,107
Zm00001d008181,0.023064516129032,0.72,0.0161290322581,-1.8211501228,0,2,523,2302,247,0.39,0.665249518450447,0,0,30,0.009566326530612,16.4600570437956,112.384,274
Zm00001d008187,0.01,0.17,0,0.463908870124,6,1,0,0,1377,0.64,0.845300078489614,0,0,20,0.014524328249819,3.23963695547445,19.1699,178
Zm00001d008189,0.040967741935484,0.29,0,0.425595017879,6,13,0,479,1679,0.41,0.689929420073414,181.4412778,1,27,0.006955177743431,54.8481915072993,210.483,260
Zm00001d008190,0.143548387096774,0.57,0.0645161290323,0.463908870124,6,6,315,0,1527,0.43,0.776837571971062,0,0,60,0.006076564715414,0.597194441459854,14.9473,34
Zm00001d008194,0.130806451612903,1,0.0967741935484,0.463908870124,6,1,0,0,261,0.6,0.77451926069943,0,0,3,0.011494252873563,1.86802617518248,53.6234,51
Zm00001d008195,0.76,1,0.790322580645,-1.8211501228,0,1,0,0,777,0.55,0.666785649202909,0,0,0,0,0.009479187591241,0.273638,0
Zm00001d008196,0.228387096774193,1,0.225806451613,0.81810069379,7,3,98,311,356,0.54,0.842818435742011,0,0,14,0.014042126379138,6.07489429160584,44.7219,171
Zm00001d008198,0.044032258064516,0.5,0,-1.8211501228,0,3,133,0,896,0.54,0.722086199427029,54.5714227,1,29,0.003064243448859,2.12550502737226,10.3921,151
Zm00001d008199,0.022741935483871,0.22,0,0.81810069379,7,1,0,0,858,0.67,0.892995283166466,0,0,16,0.018648018648019,2.11884465693431,48.1184,105
Zm00001d008200,0.31983870967742,1,0.290322580645,0.42210108708,6,2,108,291,175,0.5,0.910515229696844,0,0,13,0.017881705639615,130.973534645985,666.879,257
Zm00001d008203,0.066290322580645,0.27,0,0.463908870124,6,11,133,0,1737,0.42,0.708541451393078,279.2076226,1,58,0.008171315863624,18.4560362773723,112.193,274
Zm00001d008205,0.173064516129032,0.74,0.129032258065,0.0714031942138,5,8,92,388,1920,0.56,0.7956282177983,4.913781687,1,84,0.027568099770266,4.30283638784672,48.0045,117
Zm00001d008208,0.115161290322581,1,0.0645161290323,0.81810069379,7,2,0,0,838,0.64,0.871982101620358,0,0,38,0.023427866831073,2.41954699087591,20.6656,127
Zm00001d008211,0.508064516129032,1,0.532258064516,-1.8211501228,0,3,207,301,257,0.43,0.713816890330557,0,0,0,0,21.2710690510949,68.9758,274
Zm00001d008212,0.044032258064516,0.38,0,-1.8211501228,0,2,117,2224,1111,0.44,0.781044531878771,0,0,15,0.003741581441756,2.10267735036496,4.7477,262
Zm00001d008213,0.695483870967742,1,0.741935483871,-1.8211501228,0,1,0,0,417,0.62,0.78786584130634,0,0,11,0.026378896882494,0.004916175912409,0.863889,0
Zm00001d008216,0.014838709677419,0.48,0,0.81810069379,7,3,232,0,719,0.46,0.792254411346709,9268.561732,1,22,0.010018214936248,81.6966136751825,284.268,273
Zm00001d008218,0.010483870967742,0.09,0,0.42210108708,6,5,228,455,2887,0.44,0.761716220250223,1007.338584,1,48,0.007793472966391,32.8325615693431,78.4475,274
Zm00001d008219,0.21258064516129,1,0.161290322581,0.463908870124,6,1,0,0,654,0.74,0.852197341094382,0,0,14,0.021406727828746,1.00160383576642,11.5572,73
Zm00001d008221,0.086290322580645,0.54,0.0161290322581,0.81810069379,7,7,87,242,1442,0.46,0.757240569830777,0,0,35,0.011082963901203,2.24983067474453,16.8818,127
Zm00001d008222,0.142741935483871,0.84,0.0645161290323,0.426513510473,6,4,188,235,1049,0.58,0.837674210056463,0,0,48,0.02275960170697,22.5608775890511,269.226,215
Zm00001d008223,0.017903225806452,1,0.0161290322581,0.81810069379,7,5,528,186,206,0.59,0.881128967397271,7.975488081,1,28,0.020260492040521,0.127450091240876,3.82796,5
Zm00001d008224,0.00258064516129,0.1,0,0.81810069379,7,3,185,272,1868,0.42,0.673458429089491,4780.081693,1,39,0.00947752126367,25.5881347007299,101.838,272
Zm00001d008225,0,0,0,-1.8211501228,0,9,0,461,1267,0.41,0.6353200910394,171.4615286,1,27,0.002766676913618,6.51082934306569,18.1096,274
Zm00001d008226,0.011935483870968,0.18,0,0.463908870124,6,11,221,394,1552,0.45,0.681798376624539,110.8463098,1,67,0.015272395714611,21.7133890291971,185.521,227
Zm00001d008227,0.086935483870968,0.5,0,0.0723216868083,5,17,128,190,1450,0.39,0.685351640382842,0,0,75,0.012398743593983,0.148685788759124,14.0594,3
Zm00001d008228,0.026774193548387,0.75,0.0161290322581,0.0769204792436,5,2,13,176,447,0.49,0.809107747940331,343.801178,1,15,0.011111111111111,73.6262281751825,734.823,270
Zm00001d008229,0.006451612903226,0.09,0,-1.49974375776,1,2,46,430,894,0.61,0.831822763611847,4.673972876,1,25,0.017458100558659,5.07921295547445,53.4363,124
Zm00001d008230,0.013387096774194,0.13,0,0.81810069379,7,5,25,504,1226,0.52,0.893646592083129,1443.381301,1,31,0.014020805065581,203.907699693431,1931.78,233
Zm00001d008232,0.593225806451613,0.93,0.693548387097,-1.8211501228,0,2,0,0,964,0.61,0.852676343276945,54.59602694,1,0,0,0,0,0
Zm00001d008233,0.012258064516129,0.19,0,0.81810069379,7,13,221,180,1393,0.4,0.690584471095592,879.5725517,1,75,0.008365867261573,13.6606810583942,35.0518,274
Zm00001d008234,0.216290322580645,0.92,0.129032258065,-1.8211501228,0,11,9,401,1658,0.39,0.626470584712495,0,0,2,0.0002772771385,0.011169319781022,0.17078,0
Zm00001d008235,0.014516129032258,0.14,0,-1.49974375776,1,1,0,0,684,0.67,0.876540544766755,0,0,15,0.021929824561404,0.158916174452555,18.8992,3
Zm00001d008236,0.028064516129032,0.23,0,0.81810069379,7,19,137,478,2178,0.4,0.653135536113205,1095.947324,1,37,0.004524886877828,29.3617316423358,62.7034,274
Zm00001d008237,0.053709677419355,0.39,0,0.81810069379,7,2,60,198,1050,0.62,0.865657737150718,65.04588475,1,20,0.013227513227513,13.5532093394161,161.448,272
Zm00001d008238,0.002903225806452,0.06,0,0.0255293160108,5,5,47,269,899,0.39,0.680795899205977,698.8068331,1,34,0.007296137339056,19.7201450729927,39.9131,274
Zm00001d008239,0.000483870967742,0.03,0,0.81810069379,7,1,0,254,1440,0.56,0.785552768703712,8.301605069,1,9,0.005312868949233,5.87033381021898,13.0404,268
Zm00001d008241,0.194516129032258,1,0.193548387097,0.81810069379,7,1,0,0,417,0.72,0.849449216708275,12746.1552,1,0,0,3.75663788430657,132.776,57
Zm00001d008242,0.003709677419355,0.09,0,0.463908870124,6,12,3065,364,1023,0.47,0.725592111594887,2991.246125,1,26,0.001895043731778,21.4448043284672,108.736,268
Zm00001d008244,0.000806451612903,0.04,0,0.426513510473,6,8,212,355,1097,0.42,0.682142302795508,8164.543202,1,23,0.003038710529793,17.6097015693431,47.1765,274
Zm00001d008245,0.040483870967742,0.59,0.0161290322581,-1.8211501228,0,5,97,328,340,0.39,0.793017232149737,2228.491569,1,38,0.012128949888286,111.592181751825,318.255,274
Zm00001d008248,0.05016129032258,0.33,0,0.425595017879,6,10,197,356,2827,0.45,0.712615806962891,0,0,80,0.012993340912782,10.526022790146,61.4341,192
Zm00001d008249,0.015483870967742,0.12,0,0.81810069379,7,24,135,274,2711,0.41,0.673412949183716,3566.761199,1,90,0.012048192771084,20.0051699890511,184.976,267
Zm00001d008250,0.002903225806452,0.13,0,-0.758563543216,3,4,285,385,994,0.5,0.812643348947709,3.381778612,1,40,0.014044943820225,3.82739874817518,17.1386,223
Zm00001d008251,0.050645161290323,0.61,0.0161290322581,0.81810069379,7,3,484,431,900,0.63,0.90671356853025,0,0,43,0.020683020683021,2.20113208138686,14.8806,157
Zm00001d008255,0.020967741935484,0.27,0,0.81810069379,7,3,105,133,1175,0.56,0.900937497692059,304.2744595,1,34,0.011896431070679,11.0209132751825,70.1772,207
Zm00001d008256,0.014354838709678,0.19,0,0.81810069379,7,10,173,311,1496,0.45,0.719492237016869,409.5141,1,17,0.000597014925373,31.157705729927,69.0667,274
Zm00001d008257,0.004193548387097,0.21,0,0.81810069379,7,3,195,229,263,0.43,0.783993913176419,205.852256,1,21,0.0016397282736,81.8639397810219,223.442,274
Zm00001d008258,0.010483870967742,0.14,0,0.81810069379,7,8,150,359,1131,0.43,0.713399166456847,54.28979622,1,31,0.010663914688683,4.87206363394161,162.195,225
Zm00001d008259,0.03983870967742,0.59,0.0483870967742,0.463908870124,6,3,220,356,228,0.4,0.825661913821168,4529.936857,1,35,0.008431703204047,120.068897445255,240.876,274
Zm00001d008261,0.004516129032258,0.2,0,-1.8211501228,0,2,195,362,765,0.56,0.784933958909001,113.9269776,1,0,0,1.55228489666788,17.513,121
Zm00001d008262,0.028387096774194,0.35,0,0.0340078345627,5,8,134,284,734,0.43,0.691179616094529,16.75404125,1,68,0.010237880156579,6.56380262043796,53.8041,249
Zm00001d008264,0.002741935483871,0.13,0,0.81810069379,7,6,143,235,690,0.43,0.677391660746184,234.5133513,1,39,0.013026052104209,14.6432058759124,40.9316,274
Zm00001d008265,0.006451612903226,0.13,0,0.81810069379,7,1,0,0,1332,0.7,0.87715922935638,5.583997294,1,16,0.012012012012012,3.7406559270073,469.688,4
Zm00001d008266,0.101774193548387,0.56,0.0483870967742,0.81810069379,7,2,203,118,1033,0.63,0.89063750378141,291.8987235,1,40,0.016778523489933,34.9936788051095,211.468,219
Zm00001d008268,0.020967741935484,0.29,0,0.81810069379,7,5,84,249,737,0.48,0.829333089862582,7351.621884,1,56,0.020848845867461,110.241902189781,340.533,274
Zm00001d008269,0.011612903225807,0.14,0,0.81810069379,7,11,127,4283,1673,0.42,0.733849346055755,45.45076304,1,52,0.005477143459027,3.61953653284672,11.7406,259
Zm00001d008271,0.038548387096774,0.25,0,0.81810069379,7,8,183,420,1341,0.44,0.701337011694212,338.3497118,1,65,0.013835674755215,20.0832318978102,108.987,274
Zm00001d008272,0.055161290322581,0.9,0.0322580645161,-1.8211501228,0,1,0,0,738,0.7,0.883106408245285,0,0,21,0.028455284552846,1.52946544562044,183.558,6
Zm00001d008273,0.021451612903226,0.23,0,0.81810069379,7,6,55,0,2717,0.58,0.870794801985107,0,0,59,0.013464171611137,1.74219892773723,59.8229,93
Zm00001d008278,0.014516129032258,0.68,0.0161290322581,0.81810069379,7,2,0,314,384,0.44,0.838925110037267,0,0,16,0.016112789526687,113.338053248175,311.582,274
Zm00001d008279,0.021290322580645,0.27,0,0.463908870124,6,1,0,0,1245,0.74,0.85617303108188,0,0,25,0.020080321285141,0.633523689416058,4.04699,67
Zm00001d008281,0.014516129032258,0.44,0,-1.49974375776,1,2,88,690,1108,0.44,0.814416564622699,2030.873153,1,42,0.010489510489511,7.39507452554744,41.2595,274
Zm00001d008282,0.015645161290323,0.35,0,0.81810069379,7,5,222,254,554,0.42,0.634130612440616,0,0,42,0.012117714945182,7.72807195255474,21.4266,264
Zm00001d008283,0.060967741935484,0.38,0,0.426513510473,6,1,0,0,1431,0.67,0.82810986294977,359.4508475,1,23,0.016072676450035,14.5337752262774,190.131,200
Zm00001d008284,0.049032258064516,0.66,0.0161290322581,0.81810069379,7,6,54,300,924,0.43,0.742703251577199,0,0,28,0.008264462809917,67.3300598540146,147.887,274
Zm00001d008285,0.007580645161291,0.17,0,0.81810069379,7,15,444,397,1319,0.41,0.653769936605057,83.83318385,1,80,0.010471204188482,14.1156764905839,261.641,169
Zm00001d008287,0.020967741935484,0.43,0,0.81810069379,7,6,99,241,890,0.46,0.775381383815066,1092.345968,1,19,0.006711409395973,23.0972530291971,71.4759,274
Zm00001d008288,0.057903225806452,1,0.0322580645161,0.426513510473,6,1,0,0,276,0.72,0.87530617341124,0,0,3,0.010869565217391,2.37407124087591,79.3734,121
Zm00001d008289,0,0,0,0.81810069379,7,14,432,1142,2094,0.41,0.673921577323654,821.0295279,1,20,0.001470263912372,29.1855212408759,110.155,274
Zm00001d008292,0.023064516129032,0.34,0,-1.8211501228,0,7,0,0,574,0.46,0.684512167977978,0,0,9,0.002464403066813,0.000428864963504,0.117509,0
Zm00001d008293,0.000161290322581,0.01,0,-0.315585196667,4,3,77,319,2421,0.46,0.768555431895813,1947.061964,1,10,0.002094679514034,20.4265328467153,47.7817,274
Zm00001d008294,0.014354838709678,0.16,0,0.463908870124,6,7,20,306,1018,0.4,0.656890565485205,368.168995,1,15,0.00252780586451,10.8041449963504,35.7275,273
Zm00001d008295,0.007741935483871,0.27,0,-0.323677919901,4,7,44,2849,544,0.41,0.767007009470352,23490.34205,1,25,0.004115903852486,25.989161649635,90.0364,256
Zm00001d008296,0.020322580645161,0.16,0,0.463908870124,6,1,0,0,1530,0.74,0.88153618615885,0,0,30,0.019607843137255,1.48573555072993,48.1972,71
Zm00001d008297,0.05241935483871,0.46,0,0.463908870124,6,6,188,342,454,0.41,0.687489441584392,786.1721025,1,20,0.004524886877828,27.5829037226277,64.8092,274
Zm00001d008298,0.009516129032258,0.09,0,-1.8211501228,0,1,0,0,2031,0.54,0.719350901962937,0,0,8,0.003938946331856,3.51388675547445,8.96249,270
Zm00001d008299,0.022741935483871,0.63,0.0161290322581,0.81810069379,7,4,164,196,1028,0.53,0.857879319438469,3246.01537,1,24,0.010953902327704,35.8080695065693,385.836,110
Zm00001d008300,0.067258064516129,0.63,0.0322580645161,0.81810069379,7,3,19,121,1063,0.5,0.739499023578468,1189.36386,1,26,0.017627118644068,23.3598265445255,250.259,109
Zm00001d008303,0.364677419354839,1,0.354838709677,-1.8211501228,0,11,870,582,1023,0.44,0.66604694378961,0,0,1,0.000142592328533,5.64280369343066,26.5076,268
Zm00001d008304,0.414516129032258,1,0.435483870968,-1.8211501228,0,3,0,0,540,0.43,0.795793686725814,0,0,0,0,0.001853244525547,0.507789,0
Zm00001d008306,0.048709677419355,0.37,0,0.81810069379,7,5,2019,373,1333,0.43,0.664134642705375,0,0,18,0.003760969494359,12.322607919708,35.5535,274
